docid	ID	StrainCollectionID	LGCPlate	LGCPCR1	LGCPCR2	Status	specificnextstep	Kingdom	Phylum	Class	Order	Family	Genus	LGCyesorno	Comment	correcturenecessary	morphok	morphgroup	mc1	mc2	mc3	mc4
455	C1_S07_MRS_02	ID-0466	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	36	17	5	NA	NA
454	C1_S07_MRS_03	ID-0467	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	36	6	2	NA	NA
453	C1_S07_MRS_04	ID-0468	Plate02	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	36	20	0	NA	NA
862	C1_S07_PCA_01	ID-0891	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	35	NA	NA	NA	NA
861	C1_S07_PCA_02	ID-0892	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	35	NA	NA	NA	NA
860	C1_S07_PCA_03	ID-0893	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	35	NA	NA	NA	NA
859	C1_S07_PCA_04	ID-0894	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	35	NA	NA	NA	NA
467	C1_S07_VRBD_01	ID-0486	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	NA	NA	NA	no	37	NA	NA	NA	NA
466	C1_S07_VRBD_02	ID-0487	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	NA	NA	NA	no	37	NA	NA	NA	NA
465	C1_S07_VRBD_03	ID-0488	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	NA	NA	NA	no	37	NA	NA	NA	NA
480	C1_S07_VRBD_04	ID-0489	Plate01	contamination	NA	contamination	streaking	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative	NA	no	37	NA	NA	NA	NA
1304	C1_S07_VRBD_04W	ID-1465	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	37	NA	NA	NA	NA
479	C1_S07_VRBD_05	ID-0490	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	no	37	NA	NA	NA	NA
899	C1_S07_YGC25_01	ID-0938	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA	NA	NA	yes	38	77	8	NA	NA
898	C1_S07_YGC25_02	ID-0939	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	38	100	12	NA	NA
897	C1_S07_YGC25_03	ID-0940	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	38	5	2	NA	NA
912	C1_S07_YGC25_04	ID-0941	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	NA	NA	NA	yes	38	1	0	NA	NA
724	C1_S07_YGC4_01	ID-0753	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C1_S07_YGC4_01W	NA	yes	39	30	NA	NA	NA
1404	C1_S07_YGC4_01W	ID-1577	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	39	30	NA	NA	NA
723	C1_S07_YGC4_02	ID-0754	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	39	22	NA	NA	NA
722	C1_S07_YGC4_03	ID-0755	NA	-	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	39	104	NA	NA	NA
1403	C1_S07_YGC4_03W	ID-1578	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	39	104	NA	NA	NA
946	C1_S08_BR_01	ID-0987	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	46	NA	NA	NA	NA
945	C1_S08_BR_02	ID-0988	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	NA	NA	no	46	NA	NA	NA	NA
960	C1_S08_BR_03	ID-0989	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	if necessary …	NA	no	46	NA	NA	NA	NA
1331	C1_S08_BR_03W	ID-1506	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	46	NA	NA	NA	NA
959	C1_S08_BR_04	ID-0990	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	46	NA	NA	NA	NA
958	C1_S08_BR_05	ID-0991	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	NA	NA	NA	no	46	NA	NA	NA	NA
957	C1_S08_BR_06	ID-0992	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	46	NA	NA	NA	NA
956	C1_S08_BR_07	ID-0993	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	if necessary …	NA	no	46	NA	NA	NA	NA
1330	C1_S08_BR_07W	ID-1507	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	46	NA	NA	NA	NA
776	C1_S08_MRS_01	ID-0801	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	42	40	10	NA	NA
775	C1_S08_MRS_02	ID-0802	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	42	36	13	NA	NA
774	C1_S08_MRS_03	ID-0803	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	42	14	6	NA	NA
781	C1_S08_PCA_01	ID-0812	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	41	83	8	2	NA
780	C1_S08_PCA_02	ID-0813	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	41	51	5	0	NA
779	C1_S08_PCA_03	ID-0814	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	41	117	21	2	NA
1232	C1_S08_VRBD_01	ID-1273	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S08_VRBD_01W	NA	yes	43	12	3	2	NA
1240	C1_S08_VRBD_01W	ID-1401	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	yes	43	12	3	2	NA
1231	C1_S08_VRBD_02	ID-1274	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S08_VRBD_02W	NA	yes	43	8	0	0	NA
1239	C1_S08_VRBD_02W	ID-1402	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	43	8	0	0	NA
1230	C1_S08_VRBD_03	ID-1275	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	43	13	0	0	NA
1238	C1_S08_VRBD_03W	ID-1403	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	43	13	0	0	NA
1229	C1_S08_VRBD_04	ID-1276	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as 	NA	yes	43	8	0	0	NA
1237	C1_S08_VRBD_04W	ID-1404	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	43	8	0	0	NA
1228	C1_S08_VRBD_05	ID-1277	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S08_VRBD_05W	NA	yes	43	3	0	0	NA
1236	C1_S08_VRBD_05W	ID-1405	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	43	3	0	0	NA
914	C1_S08_YGC25_01	ID-0955	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	44	NA	NA	NA	NA
913	C1_S08_YGC25_02	ID-0956	Plate07	ok	NA	DONE	-	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	NA	NA	NA	no	44	NA	NA	NA	NA
928	C1_S08_YGC25_03	ID-0957	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	44	NA	NA	NA	NA
927	C1_S08_YGC25_05	ID-0958	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	44	NA	NA	NA	NA
719	C1_S08_YGC4_01	ID-0742	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	45	96	6	NA	NA
718	C1_S08_YGC4_02	ID-0743	NA	-	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	45	106	0	NA	NA
1402	C1_S08_YGC4_02W	ID-1579	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivation failed	NA	yes	45	106	0	NA	NA
1014	C1_S09_BR_01	ID-1051	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	52	9	1	NA	NA
1013	C1_S09_BR_02	ID-1052	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S09_BR_02W	NA	yes	52	3	2	NA	NA
1329	C1_S09_BR_02W	ID-1508	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as C1_S06_BR_02W	NA	yes	52	3	2	NA	NA
1012	C1_S09_BR_03	ID-1053	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	NA	NA	yes	52	1	0	NA	NA
1011	C1_S09_BR_04	ID-1054	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	52	2	13	NA	NA
1344	C1_S09_BR_04W	ID-1509	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C1_S09_BR_02W	NA	yes	52	2	13	NA	NA
1010	C1_S09_BR_05	ID-1055	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	52	0	3	NA	NA
1343	C1_S09_BR_05W	ID-1510	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	same as C1_S09_BR_02W	NA	yes	52	0	3	NA	NA
1009	C1_S09_BR_06	ID-1056	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	52	3	0	NA	NA
1130	C1_S09_MRS_01	ID-1179	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	NA	NA	yes	48	28	8	NA	NA
1129	C1_S09_MRS_02	ID-1180	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	48	168	17	NA	NA
1144	C1_S09_MRS_03	ID-1181	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	48	7	0	NA	NA
1143	C1_S09_MRS_04	ID-1182	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	48	13	0	NA	NA
828	C1_S09_PCA_01	ID-0861	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	47	79	15	NA	NA
827	C1_S09_PCA_02	ID-0862	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	47	23	7	NA	NA
826	C1_S09_PCA_03	ID-0863	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	47	0	1	NA	NA
1202	C1_S09_VRBD_01	ID-1255	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S09_VRBD_01W	NA	yes	49	45	NA	NA	NA
1235	C1_S09_VRBD_01W	ID-1406	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as C1_S08_VRBD_02	NA	yes	49	45	NA	NA	NA
1216	C1_S09_VRBD_02	ID-1257	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S09_VRBD_02W	NA	yes	49	10	NA	NA	NA
1234	C1_S09_VRBD_02W	ID-1407	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	yes	49	10	NA	NA	NA
1201	C1_S09_VRBD_03	ID-1256	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S09_VRBD_03W	NA	yes	49	6	NA	NA	NA
1233	C1_S09_VRBD_03W	ID-1408	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	yes	49	6	NA	NA	NA
1058	C1_S09_YGC25_01	ID-1107	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	50	NA	NA	NA	NA
1057	C1_S09_YGC25_02	ID-1108	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	50	NA	NA	NA	NA
968	C1_S09_YGC4_01	ID-1001	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C1_S09_YGC4_01W	NA	no	51	NA	NA	NA	NA
1401	C1_S09_YGC4_01W	ID-1580	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	NA	NA	no	51	NA	NA	NA	NA
967	C1_S09_YGC4_02	ID-1002	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive, new no. C1_S09_YGC4_02W	NA	no	51	NA	NA	NA	NA
1416	C1_S09_YGC4_02W	ID-1581	Plate10	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	no	51	NA	NA	NA	NA
966	C1_S09_YGC4_03	ID-1003	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	51	NA	NA	NA	NA
931	C1_S10_BR_01	ID-0970	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	58	3	2	NA	NA
1090	C1_S10_BR_02	ID-1139	Plate06	ok	NA	DONE	-	Eukaryota	Mucoromycota	Incertae_Sedis	Mucorales	Mucoraceae	Mucor	NA	NA	NA	yes	58	2	0	NA	NA
930	C1_S10_BR_03	ID-0971	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	58	47	5	NA	NA
929	C1_S10_BR_04	ID-0972	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	58	1	0	NA	NA
944	C1_S10_BR_05	ID-0973	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	58	1	0	NA	NA
943	C1_S10_BR_06	ID-0974	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	NA	NA	NA	yes	58	1	0	NA	NA
942	C1_S10_BR_07	ID-0975	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S10_BR_07W	NA	yes	58	0	16	NA	NA
1342	C1_S10_BR_07W	ID-1511	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	not enough material	NA	yes	58	0	16	NA	NA
941	C1_S10_BR_08	ID-0976	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S10_BR_08	NA	yes	58	0	9	NA	NA
1341	C1_S10_BR_08W	ID-1512	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	58	0	9	NA	NA
1399	C1_S10_CAA_1g	ID-1566	NA	NA	NA	open	Clostridia?	NV	NV	NV	NV	NV	NV	NA	NA	NA	NA	NA	NA	NA	NA	NA
1398	C1_S10_CAA_2mg	ID-1567	NA	NA	NA	open	Clostridia?	NV	NV	NV	NV	NV	NV	NA	NA	NA	NA	NA	NA	NA	NA	NA
1166	C1_S10_MRS_01	ID-1211	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	54	393	43	NA	NA
1165	C1_S10_MRS_02	ID-1212	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	NA	NA	yes	54	18	8	NA	NA
1164	C1_S10_MRS_03	ID-1213	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	54	4	0	NA	NA
842	C1_S10_PCA_01	ID-0879	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	53	273	44	NA	NA
841	C1_S10_PCA_02	ID-0880	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	53	55	4	NA	NA
856	C1_S10_PCA_03	ID-0881	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	53	3	0	NA	NA
855	C1_S10_PCA_04	ID-0882	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	53	5	0	NA	NA
1211	C1_S10_VRBD_01	ID-1262	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S10_VRBD_01W	NA	yes	55	23	3	0	14
1298	C1_S10_VRBD_01W	ID-1471	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	NA	NA	NA	yes	55	23	3	0	14
1210	C1_S10_VRBD_02	ID-1263	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C1_S10_VRBD_02W	NA	yes	55	0	0	0	17
1297	C1_S10_VRBD_02W	ID-1472	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	NA	NA	NA	yes	55	0	0	36	17
1209	C1_S10_VRBD_03	ID-1264	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	yes	55	0	0	0	8
1224	C1_S10_VRBD_04	ID-1265	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	successful recultivation 16S positive	NA	yes	55	0	0	0	0
1312	C1_S10_VRBD_04W	ID-1473	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	55	0	0	0	0
1223	C1_S10_VRBD_05	ID-1266	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as 	NA	yes	55	0	0	0	250
1248	C1_S10_VRBD_05W	ID-1409	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	55	0	0	0	250
1222	C1_S10_VRBD_06	ID-1267	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA	yes	55	0	0	0	1
1103	C1_S10_VRBD_1a	ID-1142	Plate06	ok	NA	DONE	-	Eukaryota	Mucoromycota	Incertae_Sedis	Mucorales	Mucoraceae	Mucor	NA	NA	NA	mis	55	NA	NA	NA	NA
877	C1_S10_YGC25_01	ID-0912	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	56	18	6	NA	NA
1089	C1_S10_YGC25_02	ID-1140	Plate06	ok	NA	DONE	-	Eukaryota	Mucoromycota	Incertae_Sedis	Mucorales	Mucoraceae	Mucor	NA	NA	NA	yes	56	1	0	NA	NA
876	C1_S10_YGC25_03	ID-0913	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	56	2	1	NA	NA
875	C1_S10_YGC25_04	ID-0914	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	56	0	1	NA	NA
874	C1_S10_YGC25_05	ID-0915	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	56	0	0	NA	NA
873	C1_S10_YGC25_06	ID-0916	Plate06	ok	NA	DONE	-	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Vanrija	NA	NA	NA	yes	56	1	0	NA	NA
888	C1_S10_YGC25_07	ID-0917	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	56	0	1	NA	NA
887	C1_S10_YGC25_08	ID-0918	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C1_S10_YGC25_08W	NA	yes	56	0	60	NA	NA
1374	C1_S10_YGC25_08W	ID-1543	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	56	0	60	NA	NA
886	C1_S10_YGC25_09	ID-0919	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	56	3	0	NA	NA
981	C1_S10_YGC4_01	ID-1020	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	57	33	3	NA	NA
990	C1_S10_YGC4_02	ID-1027	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	57	2	0	NA	NA
979	C1_S10_YGC4_03	ID-1022	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	57	1	0	NA	NA
978	C1_S10_YGC4_04	ID-1023	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	NA	NA	NA	yes	57	13	0	NA	NA
1084	C1_S10_YGC4_05	ID-1129	Plate06	ok	NA	DONE	-	Eukaryota	Mucoromycota	Incertae_Sedis	Mucorales	Mucoraceae	Mucor	NA	NA	NA	yes	57	1	0	NA	NA
977	C1_S10_YGC4_06	ID-1024	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	57	0	4	NA	NA
992	C1_S10_YGC4_07	ID-1025	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	some error	NA	yes	57	0	200	NA	NA
1415	C1_S10_YGC4_07W	ID-1582	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	57	0	200	NA	NA
361	C2_S01_BR_01	ID-0380	Plate03	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	64	NA	NA	NA	NA
376	C2_S01_BR_02	ID-0381	Plate03	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	64	NA	NA	NA	NA
375	C2_S01_BR_03	ID-0382	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	64	NA	NA	NA	NA
